-9.721218,-0.530190,-0.659800,-6.136873,2.986770,-8.897322,-2.230106,1.408194,7.708812,3.937819,2.184482,-3.175753,6.929595,-4.358831,1.635477,3.594415,1.061250,-1.286275,5.685740
-9.478141,5.708278,1.672999,-2.352285,9.059525,-8.308995,5.806516,5.328908,9.933089,3.937819,4.885328,-11.056703,12.299550,0.671214,4.345937,5.819181,-2.388556,-28.454902,-7.309499
-14.461204,5.775479,-0.779431,0.606226,11.600168,-5.009751,19.129854,10.534951,6.377493,-0.898680,2.530190,-9.514168,5.221561,-5.264500,-0.439628,3.676814,1.540902,-5.913725,-24.619226
-15.822431,-0.742992,0.476692,-0.834607,7.882155,-5.136645,-6.491951,11.995972,4.429221,-3.144198,1.665919,-4.830472,3.202976,-3.492256,1.186648,0.413825,3.828473,9.490196,-3.961456
-6.512612,-2.680613,1.262837,-0.796185,5.589380,-0.891463,-4.269703,4.487434,1.011627,-6.145418,1.990021,-9.317845,2.594812,-6.078950,0.463859,-0.105287,7.130694,7.513725,4.857359
-9.891371,-3.688624,0.604868,-1.334096,5.093645,2.696178,15.872587,3.608972,-1.310063,-6.059052,1.536278,-12.206592,-5.906538,-8.717769,0.679530,0.595102,3.717784,10.305882,4.494942
-19.663035,-3.128618,-1.727932,-8.019562,6.766751,-1.583612,19.951781,-2.355322,1.693523,-3.144198,2.033234,-15.544076,5.053346,-2.065339,3.675608,3.891051,1.504005,10.619608,2.199634
-20.829801,-3.363821,-3.223316,-6.982162,9.183459,1.046555,18.145571,-1.929961,0.013138,-4.353323,0.693614,-17.002472,6.877836,-4.697642,-0.072404,5.456626,7.278279,12.690196,1.164157
-19.979034,-0.530190,0.032349,-6.136873,4.721843,1.138842,14.594034,-4.204715,3.714855,-1.352102,0.326299,-17.843854,-0.096635,-3.420584,0.714504,6.206455,9.049302,5.458824,7.722179
-19.784573,0.309819,1.297017,-4.984207,7.324453,-0.326207,12.818265,-6.525704,4.331807,-1.524834,0.888075,-12.094408,-5.531289,-3.094804,1.652964,3.899290,9.399817,10.054902,2.027054
-12.613825,2.628244,2.570230,-2.602029,7.076585,-1.964294,7.247425,3.664454,3.235904,-1.589609,3.394461,-12.571191,-10.836545,-5.036454,4.614069,2.127718,8.754131,2.415686,-0.406317
-8.141222,9.213916,3.851987,-6.194507,1.871366,-3.936919,5.583276,-4.195468,4.348043,0.094530,3.459281,-11.449348,-3.499763,-4.749767,3.704753,3.940490,6.042252,-0.533333,0.715450
-8.894759,7.141894,-0.155642,-8.576684,4.102174,-1.226001,16.968490,-4.916732,3.990860,-1.589609,0.304692,-7.494850,-1.067109,-3.283757,-0.136522,2.613870,2.887617,-4.737255,4.149783
-0.338476,0.545022,-0.292363,-6.828473,5.589380,0.365942,3.665446,8.602335,6.142077,-1.632792,-0.646006,-3.904952,-2.619867,-3.407553,-1.354772,1.485008,0.046601,-3.419608,-1.890501
