-8.967681,-1.896605,0.451057,-7.577707,5.589380,-0.256992,-2.067750,-2.863905,6.353140,-4.547646,1.082536,-3.372076,-6.061814,7.427893,6.117937,1.402609,2.094347,-3.937255,11.173770
-5.977844,-5.200641,-0.377813,-10.862806,1.685466,-7.328450,0.103761,-6.951064,7.035035,-4.007858,0.628794,-3.231846,-0.096635,5.877180,6.106279,-2.091096,5.581048,9.380392,9.896681
-9.867063,-7.642267,-2.086824,-11.957839,-1.598779,-13.961547,-4.827802,-5.841428,6.888914,-6.469291,-1.531884,6.303822,-0.523644,7.890501,6.665858,-2.247654,11.871870,16.250980,12.796017
-14.923049,-10.666300,-4.035096,-9.191440,3.482506,-21.009934,-7.587854,-4.472877,5.102998,-7.268177,-1.294209,-0.875975,2.426596,10.985412,8.163897,1.056535,16.705287,16.862745,16.644541
-19.371344,-10.543099,-3.428397,-8.807218,4.040208,-30.619272,-15.208438,-6.026368,6.547967,-5.216983,0.758434,-1.492988,5.881483,17.937560,11.148318,1.336690,19.638544,18.556863,14.987778
-19.419959,-13.163928,-6.342260,-11.323873,3.544472,-30.457771,-13.118105,-7.727810,5.866072,-6.361334,0.542367,4.649104,0.640925,14.243214,14.791409,3.924010,22.590249,19.686275,17.507439
-19.979034,-11.898314,-6.325170,-12.783917,-3.147951,-28.773541,-11.930877,-9.549462,7.887404,-3.835126,-0.408331,8.379232,6.088518,14.510353,13.648936,-1.250629,24.748684,17.788235,16.955184
-20.927031,-8.392676,-4.231632,-10.785962,-2.590249,-25.716548,-12.072938,-8.837446,10.338979,-1.460060,-0.667613,5.434394,5.389776,16.680049,10.413870,-2.264134,17.867521,14.070588,17.835340
-24.087022,-7.306264,-7.478752,-10.324895,7.138552,-29.477226,-12.367208,-5.064683,9.713909,-2.647593,-1.315816,-1.268620,6.166155,15.468147,8.793423,3.034104,19.011307,14.180392,18.007919
-26.712245,-2.042206,-3.949645,-8.807218,6.147082,-33.618585,-13.848707,-3.603662,11.840772,-0.380484,0.347906,-3.792767,9.724559,21.019440,10.512963,1.105974,16.742184,6.211765,13.227466
-28.924239,-1.784604,-3.308766,-7.808240,3.978241,-28.958114,-13.229725,-2.198123,11.727123,-1.568017,1.990021,-2.362417,3.849958,18.556542,12.681331,2.861067,12.757382,6.901961,14.936004
-23.722408,-5.592645,-5.932097,-9.556451,1.685466,-29.442618,-13.848707,-7.986725,8.731655,-3.554437,1.860380,1.760357,8.676448,13.135561,15.432593,2.020600,17.055802,18.086275,11.260060
-22.385489,-4.215030,-2.744793,-5.272374,3.544472,-30.042481,-8.166247,-7.080522,6.848325,-5.065843,2.162875,-3.989090,7.343664,15.246616,14.062791,2.679789,12.683589,16.376471,8.119112
-30.941772,0.074617,-4.163272,-5.406851,5.341512,-29.615656,-14.031357,-5.684230,7.570809,-6.879530,0.780041,-0.875975,3.008881,15.279194,12.768765,4.896315,17.867521,18.337255,11.777798
-25.351019,-1.706203,-4.787060,-5.771862,2.738903,-26.973953,-22.057832,-6.405493,8.366354,-5.065843,1.125750,-1.184482,11.691386,20.771847,13.380804,3.874571,18.642344,7.403922,11.415381
-19.517189,-3.330220,-8.093996,-5.771862,3.978241,-27.400778,-15.918746,-2.956374,2.919310,-7.851148,1.017716,-3.708629,13.528817,19.423117,12.092607,7.310597,13.661341,-0.674510,21.390478
-21.680568,-4.282231,-6.615702,-5.944762,3.606439,-33.676265,-10.479820,0.002655,4.867582,-4.957885,3.027146,-2.642878,12.778317,16.914611,14.325093,3.380179,15.450813,6.023529,10.000229
-19.711650,-5.144640,-2.890059,-4.234974,-0.049607,-36.479469,-8.978027,-1.587823,8.650477,-1.395285,4.366766,-12.122454,12.092515,20.139834,15.304356,1.196612,15.506157,15.576471,-0.130190
-25.448249,-4.685435,-5.487755,-4.715251,2.367102,-33.491691,-11.322042,-4.029023,5.021820,-2.194171,1.385031,-10.411643,3.435889,18.882322,13.643107,6.124056,16.686839,20.956863,13.382788
-27.125475,-12.895125,-4.171817,-4.234974,4.102174,-30.757702,-15.137407,-2.151888,5.630655,-0.445258,1.687526,-3.456214,2.801846,20.563348,11.410620,5.497826,16.668391,19.090196,13.020371
-25.035019,-11.887114,-3.402762,-1.506996,2.800870,-26.270268,-13.077516,-7.154498,4.502281,-1.136187,2.875898,-2.502647,0.459770,17.748608,12.016831,4.599680,14.934264,17.600000,14.556329
-22.215335,-3.744625,-2.710613,-1.161196,3.420539,-27.100847,-9.810101,-5.249622,3.966506,-3.036240,2.983932,-1.773449,7.770672,18.862776,11.894423,0.290227,13.329274,4.439216,9.931197
