-68.253971,-24.487251,5.714809,13.323980,19.841764,-47.369284,1.392462,3.803159,-9.744457,17.151827,11.216114,-42.832914,-30.220142,11.871534,16.627527,17.865873,45.152346,34.384314,24.704005
-80.553628,-19.772000,7.842527,17.243046,24.675181,-46.065736,-0.200656,6.309087,-9.070680,16.892729,11.540215,-44.263264,-36.767605,14.406104,15.123659,20.964065,42.366674,31.513725,27.913985
-81.696086,-19.682399,3.612726,17.646479,26.348287,-43.193317,-0.839933,7.353994,-13.340642,11.063020,8.969009,-51.891798,-20.010758,15.240101,13.444923,22.414282,40.392721,34.054902,30.261067
-76.129641,-28.116091,5.971160,22.122667,30.685969,-39.778714,-2.524376,9.767453,-11.944381,11.451667,10.848798,-56.855955,-20.256611,20.218021,14.610712,22.859236,35.651545,23.780392,27.758663
-76.202564,-21.149615,6.911116,23.486656,36.510857,-36.744793,-5.091630,14.215244,-11.441077,9.508431,10.783978,-50.349264,-37.336950,15.357382,13.981186,21.384298,43.731838,28.360784,14.228428
-73.625956,-17.957580,5.048295,18.607034,24.365347,-34.229984,2.539101,8.944472,-10.629297,10.955062,10.330236,-44.235218,-35.771252,12.679469,14.593225,15.583429,40.780133,34.368627,17.749050
-70.854887,-21.384817,3.775082,20.566567,26.844022,-36.502541,6.232700,10.081849,-9.289860,13.394903,11.324147,-47.180056,-34.813718,14.503838,11.836133,17.272602,36.942916,20.156863,27.189151
-74.987182,-20.085603,-0.001831,19.778912,30.747936,-36.029572,1.940414,10.155825,-9.354803,12.488060,8.644907,-46.170397,-32.523400,11.604395,7.394476,19.060655,46.185443,24.125490,27.171893
-86.654841,-18.439185,2.852216,19.509957,29.322698,-37.967590,-4.239261,4.394965,-5.920974,17.346151,10.546304,-50.826047,-24.552575,15.591943,8.152239,17.832914,43.676493,32.674510,26.843992
-80.140398,-13.735134,2.877852,21.930556,33.350546,-50.495491,0.966278,10.276036,-7.755596,16.957504,11.000046,-58.819181,-19.881361,12.640375,9.026581,18.558022,37.108949,30.431373,25.825772
-75.133028,-11.640711,1.912261,20.432090,28.703029,-48.995834,6.121080,9.674983,-10.458824,15.294957,10.308629,-52.480766,-23.180972,8.776623,7.884108,16.918288,36.315679,32.125490,27.568826
-76.785946,-18.607187,2.185702,21.988190,29.074830,-43.458640,1.382315,6.641978,-10.548119,16.158618,12.037171,-48.890867,-30.530694,12.790234,9.912581,19.274891,40.872374,30.384314,26.205447
-73.698878,-20.757610,-0.078737,23.160067,36.262989,-42.074342,1.504082,12.097688,-15.191501,11.818723,8.212772,-51.330877,-38.152148,10.170962,7.650950,23.765621,47.273884,29.976471,29.484459
-71.584115,-24.352850,3.629816,24.466423,36.262989,-38.775097,-1.113909,10.562692,-15.053498,11.581216,8.385626,-46.142351,-39.070863,10.679179,7.015595,23.320668,43.104601,29.537255,27.706889
-68.545663,-30.356115,3.433280,24.120623,38.245930,-33.318654,3.330587,14.132021,-15.589273,8.817502,7.586175,-43.449928,-39.640208,9.121950,8.193042,23.823301,42.624949,19.074510,28.552529
-70.222889,-20.880812,4.586862,22.333989,36.572824,-31.692103,-0.342718,13.660426,-13.860182,5.319677,6.376196,-45.244877,-30.983581,4.013718,8.216358,23.551385,36.666194,19.984314,32.073152
